id	url	stage	verdict	note
BIORXIV_DETAILS	https://api.biorxiv.org/details/biorxiv/<date>/<date>	prescreen	DATE_IN_PATH	the interval is a literal date range in the path; the engine has no date token to keep it current
MEDRXIV_DETAILS	https://api.biorxiv.org/details/medrxiv/<date>/<date>	prescreen	DATE_IN_PATH	same
CHEMRXIV	https://chemrxiv.org/engage/chemrxiv/public-api/v1/items	prescreen	HTTP_403	bot wall
RESEARCHSQUARE	https://www.researchsquare.com/api/search?q={q}	prescreen	FILTER_IGNORED	an impossible term returns the same 10 records as a real one
PREPRINTS_ORG	https://www.preprints.org/api/search	prescreen	HTTP_403	Access Denied
SSRN_SEARCH	https://api.ssrn.com/content/v1/bindings/204/papers	prescreen	HTTP_403	bot wall
PHILPAPERS	https://philpapers.org/s/{q}?format=json	prescreen	HTTP_403	bot wall
CITESEERX	https://citeseerx.ist.psu.edu/api/search	prescreen	TLS_FAIL	missing intermediate certificate
PAPERITY	https://paperity.org/api/search	prescreen	HTTP_403	bot wall
LENS_NOKEY	https://api.lens.org/scholarly/search	prescreen	HTTP_401	token required, out of scope
IRDB_SEARCH	https://irdb.nii.ac.jp/api/v2/records?q={q}	prescreen	HTTP_404	no such API path
JSTAGE_TEXT	https://api.jstage.jst.go.jp/searchapi/do?service=3&text={q}	dedup	ALREADY_REGISTERED	in the tree
KAKEN_SEARCH	https://kaken.nii.ac.jp/opensearch/?kw={q}&format=json	prescreen	HTTP_403	Exceeds allowed rate on the very first request, twice; a keyless quota of zero
NDL_SEARCH_OPENSEARCH	https://ndlsearch.ndl.go.jp/api/opensearch?any={q}	dedup	ALREADY_REGISTERED	in the tree
OATD_SEARCH	https://oatd.org/oatd/search?q={q}&format=json	prescreen	HTTP_403	bot wall
NDLTD_SEARCH	https://ndltd.org/api/search	prescreen	HTTP_404	no API
WORLDCAT_OPENSEARCH	https://www.worldcat.org/webservices/catalog/search/opensearch	prescreen	HTTP_520	Cloudflare 520; the catalog API is key-gated
OPENLIBRARY_AUTHORS_SEARCH	https://openlibrary.org/search/authors.json?q={q}	scope	PER_PERSON_LOOKUP	a name search for people - excluded by the beat's scope rule
OPENLIBRARY_WORK	https://openlibrary.org/works/{q}.json	prescreen	NO_RECORD_SET	a single work document whose lists are strings
OPENLIBRARY_ISBN	https://openlibrary.org/isbn/{q}.json	prescreen	CONN_RESET	connection reset by peer, then network unreachable; a single object anyway
EUROPEPMC_GRIST	-	kept	-	(shipped as EUROPEPMC_GRANTS_SEARCH_PIVOT)
EUROPEPMC_GRANTS_SEARCH_PIVOT	https://www.ebi.ac.uk/europepmc/GristAPI/rest/get/query={q}&format=json	rule-4b	PAGING_UNREACHABLE	the Grist API takes its parameters in the PATH (rest/get/query=...); the engine appends page_param after a ? which the service ignores, so ten pages returned the same 25 records: 251 emitted, 27 stored. The ?query= form is not JSON. Removed rather than shipped as a silent first-page slice
OAPEN_LIBRARY_SEARCH_PIVOT	https://library.oapen.org/rest/search?query={q}&limit=50	emit	TRANSPORT_FAIL	probed PASS but the engine hit its 30 s HTTP timeout on three separate runs (40 s transport failure, rc=-1); the same DSpace search on DOAB answers in time and is shipped
DOAB_SEARCH_PIVOT (expand=metadata form)	https://directory.doabooks.org/rest/search?query={q}&expand=metadata&limit=50	rule-4b	WRONG_RECORD_SET	with expand=metadata the auto-detected densest array was each item's metadata key/value list, so 907 emitted and 597 stored, titled after DC field names. Fixed by dropping expand=metadata (501 of 501 stored); the fixed row ships
LOC_MAPS_LATEST	https://www.loc.gov/maps/?fo=json&c=100	emit	SLOW_UPSTREAM	emitted 200 on the first engine run, then rc=1 (past the 30 s HTTP timeout on a 1 MB page) on two of three further runs. The other loc.gov format feeds answered in time on every run
